"X","taxon","kingdom","phylum","class","order","family","genus"
452,"Morchella diminutiva","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
456,"Morchella disparilis","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
501,"Morchella eohespera","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
566,"Morchella fluvialis","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
695,"Morchella hispaniolensis","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
725,"Morchella importuna","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
772,"Morchella kakiicolor","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
1062,"Morchella palazonii","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
1109,"Morchella peruviana","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
1159,"Morchella prava","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
1190,"Morchella pulchella","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
1201,"Morchella punctipes","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
1327,"Morchella semilibera","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
1350,"Morchella snyderi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
1482,"Morchella steppicola","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
1665,"Morchella vulgaris","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
243,"Rhodocollybia butyracea","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Rhodocollybia"
911,"Rigidoporus microporus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus"
881,"Tricholoma matsutake","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma"
340,"Aspergillus clavatonanicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
484,"Aspergillus elegans","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
718,"Aspergillus iizukae","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
928,"Aspergillus miraensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
875,"Corollospora maritima","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","Corollospora"
851,"Dactylonectria macrodidyma","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria"
511,"Daldinia eschscholtzii","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Daldinia"
1682,"Filobasidium wieringae","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium"
1625,"Fusarium venenatum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium"
242,"Gongronella butleri","Fungi","Zygomycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Gongronella"
491,"Mortierella elongata","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
915,"Thelebolus microsporus","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus"
1609,"Unilacryma unispora","Fungi","Basidiomycota","Dacrymycetes","Unilacrymales","Unilacrymaceae","Unilacryma"
710,"Xylaria hypoxylon","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria"
172,"Meliniomyces bicolor","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha"
487,"Stachybotrys elegans","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys"
216,"Chaetocladium brefeldii","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Chaetocladium"
1325,"Gaertneriomyces semiglobifer","Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Spizellomycetaceae","Gaertneriomyces"
1085,"Lentamyces parricidus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Lentamycetaceae","Lentamyces"
1693,"Lentamyces zychae","Fungi","Zygomycota","Mucoromycetes","Mucorales","Lentamycetaceae","Lentamyces"
33,"Aspergillus alabamensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
586,"Aspergillus fumigatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
781,"Aspergillus laciniosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1469,"Aspergillus spinosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1554,"Aspergillus thermomutatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1587,"Aspergillus triticus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1607,"Aspergillus unguis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1655,"Aspergillus viridinutans","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1679,"Aspergillus westerdijkiae","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
442,"Blastomyces dermatitidis","Fungi","Ascomycota",NA,NA,NA,"Zymonema"
1077,"Candida parapsilosis","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida"
240,"Cladorrhinum bulbillosum","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
721,"Coccidioides immitis","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Coccidioides"
1156,"Coccidioides posadasii","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Coccidioides"
927,"Cystobasidium minutum","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium"
443,"Exophiala dermatitidis","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala"
138,"Gymnascella aurantiaca","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnascella"
269,"Histoplasma capsulatum","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Histoplasma"
380,"Lichtheimia corymbifera","Fungi","Zygomycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Lichtheimia"
1310,"Sporothrix schenckii","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix"
337,"Trichoderma citrinoviride","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma"
892,"Wallemia mellicola","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia"
1588,"Candida tropicalis","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida"
356,"Schizophyllum commune","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Schizophyllaceae","Schizophyllum"
378,"Conidiobolus coronatus","Fungi","Entomophthoromycota","Entomophthoromycetes","Entomophthorales","Ancylistaceae","Conidiobolus"
1487,"Scheffersomyces stipitis","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Scheffersomyces"
570,"Alternaria fragaria",NA,NA,NA,NA,NA,NA
936,"Apiospora montagnei","Fungi","Ascomycota","Sordariomycetes","Xylariales","Apiosporaceae","Arthrinium"
198,"Armillaria borealis","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria"
604,"Armillaria gallica","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria"
843,"Armillaria luteobubalina","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria"
890,"Armillaria mellea","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria"
1054,"Armillaria ostoyae","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria"
1354,"Armillaria solidipes","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria"
984,"Aspergillus nidulans","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
986,"Aspergillus niger","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1014,"Biscogniauxia nummularia","Fungi","Ascomycota","Sordariomycetes","Xylariales","Graphostromataceae","Biscogniauxia"
1585,"Blakeslea trispora","Fungi","Zygomycota","Mucoromycetes","Mucorales","Choanephoraceae","Blakeslea"
746,"Bulgaria inquinans","Fungi","Ascomycota","Leotiomycetes","Phacidiales","Phacidiaceae","Bulgaria"
199,"Climacocystis borealis","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Climacocystis"
885,"Fomitiporia mediterranea","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fomitiporia"
1124,"Fomitopsis pinicola","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Fomitopsis"
1245,"Fusarium redolens","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium"
576,"Grifola frondosa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Grifolaceae","Grifola"
970,"Guyanagaster necrorhizus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Guyanagaster"
784,"Irpex lacteus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Irpex"
1523,"Laetiporus sulphureus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Laetiporus"
1524,"Meripilus sumstinei","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Meripilus"
1052,"Mixia osmundae","Fungi","Basidiomycota","Mixiomycetes","Mixiales","Mixiaceae","Mixia"
941,"Mucor mucedo","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor"
177,"Penicillium bilaiae","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
528,"Penicillium fellutanum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
795,"Penicillium lanosocoeruleum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
1501,"Perenniporia subacida","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Perenniporia"
318,"Phanerochaete chrysosporium","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerodontia"
1475,"Polyporus squamosus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus"
691,"Stereum hirsutum","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum"
1636,"Trametes versicolor","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes"
625,"Chaetomium globosum","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium"
1275,"Clonostachys rosea","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys"
837,"Cochliobolus lunatus","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia"
513,"Dactylonectria estremocensis","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria"
1049,"Khuskia oryzae","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora"
386,"Neurospora crassa","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora"
763,"Penicillium janthinellum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
1055,"Pleurotus ostreatus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus"
664,"Trichoderma hamatum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma"
555,"Aspergillus flavus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
764,"Aspergillus japonicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1547,"Aspergillus terreus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
304,"Stachybotrys chartarum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys"
56,"Alternaria alternata","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
1593,"Aspergillus tubingensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1195,"Aureobasidium pullulans","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium"
1058,"Fusarium oxysporum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium"
1352,"Fusarium solani","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neocosmospora"
445,"Pseudogymnoascus destructans","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Pseudogymnoascus"
1267,"Anaeromyces robustus","Fungi","Chytridiomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces"
319,"Caecomyces churrovis","Fungi","Chytridiomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Caecomyces"
249,"Neocallimastix californiae","Fungi","Chytridiomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Neocallimastix"
792,"Neocallimastix lanati",NA,NA,NA,NA,NA,NA
546,"Piromyces finnis","Fungi","Chytridiomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Piromyces"
